,Word,Bert,Distilbert
1306,sponge,-5.79E-06,2.66E-05
1307,micro,-5.79E-06,-1.30E-05
1308,talked,-5.77E-06,-7.77E-06
1309,cheap,-5.77E-06,1.29E-05
1310,pork,-5.76E-06,3.49E-06
1311,burnt,-5.73E-06,-2.39E-06
1312,sorry,-5.71E-06,1.79E-06
1313,13,-5.71E-06,-1.63E-05
1314,fatty,-5.67E-06,1.14E-05
1315,breast,-5.67E-06,-1.16E-05
1316,allows,-5.66E-06,-1.28E-05
1317,stomach,-5.65E-06,-4.65E-06
1318,regardless,-5.65E-06,-3.41E-05
1319,citizens,-5.62E-06,-1.25E-06
1320,how,-5.58E-06,-8.59E-07
1321,pepper,-5.56E-06,2.43E-06
1322,cut,-5.54E-06,-8.48E-06
1323,wounds,-5.53E-06,1.57E-05
1324,bathroom,-5.52E-06,1.43E-05
1325,preventing,-5.52E-06,-1.89E-05
1326,grave,-5.46E-06,1.10E-05
1327,jeans,-5.43E-06,-1.79E-05
1328,kill,-5.41E-06,-1.12E-05
1329,mean,-5.37E-06,-1.41E-06
1330,classroom,-5.37E-06,-2.52E-05
1331,gb,-5.36E-06,2.00E-05
1332,licked,-5.34E-06,-9.54E-06
1333,popcorn,-5.34E-06,-2.15E-06
1334,wear,-5.32E-06,-1.89E-05
1335,curtain,-5.32E-06,-1.82E-05
1336,anonymous,-5.31E-06,-8.66E-06
1337,sheep,-5.31E-06,1.40E-07
1338,af,-5.31E-06,-1.85E-05
1339,steal,-5.30E-06,-1.88E-05
1340,horn,-5.30E-06,-1.41E-05
1341,cutler,-5.28E-06,-4.54E-06
1342,choke,-5.27E-06,8.93E-07
1343,say,-5.27E-06,-8.15E-06
1344,think,-5.25E-06,-4.77E-06
1345,hell,-5.23E-06,2.79E-06
1346,sum,-5.22E-06,-2.03E-06
1347,lyon,-5.19E-06,-2.13E-05
1348,pants,-5.15E-06,-1.56E-05
1349,like,-5.15E-06,-1.99E-06
1350,considered,-5.11E-06,-2.13E-05
1351,were,-5.10E-06,-4.48E-06
1352,drugs,-5.09E-06,2.03E-05
1353,ignorance,-5.09E-06,-8.41E-06
1354,ear,-5.07E-06,-1.66E-05
1355,bees,-5.05E-06,1.25E-05
1356,kid,-5.02E-06,-3.85E-06
1357,talk,-5.02E-06,-6.22E-06
1358,un,-4.99E-06,-1.02E-05
1359,mainstream,-4.90E-06,9.46E-06
1360,proceed,-4.88E-06,-4.67E-05
1361,mandatory,-4.88E-06,9.00E-06
1362,crack,-4.86E-06,3.29E-06
1363,friend,-4.86E-06,-3.65E-06
1364,mart,-4.85E-06,3.97E-06
1365,blood,-4.81E-06,-1.09E-06
1366,wit,-4.79E-06,-5.51E-06
1367,fucked,-4.76E-06,-1.14E-05
1368,care,-4.76E-06,-1.00E-05
1369,periods,-4.74E-06,1.12E-06
1370,protected,-4.73E-06,1.58E-05
1371,fur,-4.70E-06,-1.18E-05
1372,refer,-4.69E-06,-2.34E-05
1373,loves,-4.68E-06,-6.57E-06
1374,ant,-4.67E-06,5.50E-06
1375,se,-4.66E-06,-1.28E-05
1376,tone,-4.65E-06,-1.48E-05
1377,walks,-4.64E-06,-9.48E-06
1378,workers,-4.64E-06,6.01E-06
1379,chelsea,-4.63E-06,1.83E-05
1380,spurs,-4.62E-06,-1.75E-05
1381,bills,-4.61E-06,-1.21E-05
1382,lying,-4.59E-06,-4.83E-06
1383,deserve,-4.58E-06,-1.75E-05
1384,most,-4.56E-06,-7.51E-07
1385,demand,-4.50E-06,-2.63E-06
1386,burger,-4.48E-06,9.04E-06
1387,officer,-4.48E-06,-2.54E-05
1388,become,-4.45E-06,-9.64E-06
1389,union,-4.45E-06,1.21E-05
1390,cartoon,-4.38E-06,8.55E-06
1391,similar,-4.37E-06,7.72E-07
1392,short,-4.35E-06,-1.59E-05
1393,fuck,-4.34E-06,-6.47E-08
1394,greet,-4.32E-06,7.96E-06
1395,fake,-4.28E-06,1.12E-05
1396,awful,-4.25E-06,1.14E-06
1397,ears,-4.23E-06,8.41E-06
1398,aloud,-4.19E-06,-3.57E-06
1399,wears,-4.17E-06,-2.11E-06
1400,pose,-4.13E-06,6.73E-06
1401,sincere,-4.11E-06,-1.07E-06
1402,sweetie,-4.10E-06,-1.33E-06
1403,asked,-4.09E-06,-7.71E-06
1404,commercials,-4.07E-06,-1.51E-05
1405,each,-4.07E-06,-1.16E-05
1406,jar,-4.04E-06,-1.22E-05
1407,man,-4.01E-06,-8.35E-06
1408,cole,-3.99E-06,2.07E-06
1409,andre,-3.94E-06,-4.99E-06
1410,ever,-3.93E-06,-7.70E-06
1411,bus,-3.90E-06,-6.14E-06
1412,bye,-3.90E-06,-1.07E-05
1413,popular,-3.88E-06,-3.61E-06
1414,bags,-3.86E-06,-7.78E-06
1415,serving,-3.85E-06,-1.48E-06
1416,politics,-3.83E-06,-1.13E-05
1417,troll,-3.82E-06,9.15E-07
1418,son,-3.81E-06,-1.30E-05
1419,fingernails,-3.81E-06,-1.09E-05
1420,flirt,-3.81E-06,4.43E-07
1421,costumes,-3.81E-06,-2.29E-05
1422,regret,-3.80E-06,-1.77E-05
1423,discuss,-3.80E-06,-8.32E-06
1424,terrible,-3.77E-06,-5.05E-06
1425,minded,-3.74E-06,-5.40E-06
1426,israeli,-3.74E-06,2.96E-05
1427,hometown,-3.73E-06,2.00E-06
1428,inc,-3.72E-06,-1.82E-05
1429,kyle,-3.67E-06,-1.51E-05
1430,alex,-3.67E-06,-1.56E-05
1431,facebook,-3.62E-06,2.83E-06
1432,cleaning,-3.59E-06,2.58E-07
1433,them,-3.57E-06,1.01E-06
1434,table,-3.55E-06,-5.48E-06
1435,feeding,-3.55E-06,-2.13E-05
1436,straight,-3.52E-06,9.38E-06
1437,nuts,-3.51E-06,-6.03E-06
1438,continue,-3.47E-06,-1.88E-05
1439,neighbors,-3.47E-06,-1.81E-05
1440,dreadful,-3.44E-06,1.72E-05
1441,banner,-3.38E-06,-1.95E-05
1442,worst,-3.34E-06,-6.87E-06
1443,flush,-3.33E-06,-3.40E-05
1444,plant,-3.31E-06,-4.45E-07
1445,convinced,-3.26E-06,-3.25E-05
1446,landlord,-3.23E-06,3.56E-05
1447,pic,-3.22E-06,-1.26E-05
1448,never,-3.19E-06,-1.20E-05
1449,ali,-3.16E-06,-1.17E-05
1450,tooth,-3.16E-06,2.83E-07
1451,dd,-3.15E-06,3.86E-06
1452,drunk,-3.15E-06,6.93E-06
1453,18,-3.14E-06,-1.38E-05
1454,member,-3.11E-06,3.04E-06
1455,punk,-3.10E-06,1.58E-05
1456,dip,-3.04E-06,-8.84E-06
1457,wave,-3.03E-06,-8.12E-06
1458,hospitals,-3.03E-06,1.90E-05
1459,metro,-3.02E-06,-7.02E-07
1460,water,-3.02E-06,-2.65E-07
1461,pac,-3.02E-06,6.69E-06
1462,bite,-2.98E-06,-1.76E-05
1463,shown,-2.98E-06,9.93E-06
1464,squash,-2.97E-06,-1.19E-05
1465,stand,-2.95E-06,-1.03E-05
1466,plate,-2.93E-06,-1.92E-05
1467,period,-2.90E-06,-3.12E-06
1468,twinkle,-2.85E-06,2.00E-06
1469,jones,-2.84E-06,-1.83E-06
1470,strange,-2.84E-06,-3.25E-06
1471,gag,-2.83E-06,1.07E-05
1472,meg,-2.83E-06,3.48E-06
1473,jokes,-2.83E-06,-1.07E-05
1474,bean,-2.82E-06,-1.74E-05
1475,bottom,-2.79E-06,-6.04E-06
1476,who,-2.74E-06,-5.00E-06
1477,lauren,-2.72E-06,1.67E-06
1478,shit,-2.65E-06,-2.07E-06
1479,jimmy,-2.65E-06,3.59E-06
1480,being,-2.65E-06,-1.19E-05
1481,fry,-2.64E-06,-2.32E-05
1482,quotes,-2.62E-06,-8.17E-06
1483,jelly,-2.59E-06,-1.12E-05
1484,attitude,-2.57E-06,-1.71E-05
1485,button,-2.54E-06,-1.52E-05
1486,crushing,-2.54E-06,-2.55E-05
1487,forbid,-2.54E-06,-5.46E-06
1488,bat,-2.53E-06,5.02E-07
1489,prank,-2.52E-06,-2.42E-05
1490,guns,-2.52E-06,-6.38E-06
1491,freedom,-2.50E-06,-7.81E-06
1492,dread,-2.50E-06,-2.34E-05
1493,lip,-2.46E-06,1.99E-06
1494,fame,-2.45E-06,-2.67E-05
1495,buds,-2.44E-06,2.80E-05
1496,privacy,-2.43E-06,-1.91E-05
1497,neighbour,-2.43E-06,-7.23E-06
1498,flyers,-2.42E-06,4.10E-05
1499,politicians,-2.39E-06,-1.46E-06
1500,prem,-2.38E-06,1.48E-06
1501,nonsense,-2.38E-06,-6.11E-06
1502,mess,-2.36E-06,-7.79E-06
1503,auto,-2.36E-06,-1.11E-05
1504,whatsoever,-2.36E-06,-6.33E-06
1505,outrageous,-2.35E-06,-4.04E-05
1506,locks,-2.35E-06,-3.21E-06
1507,injured,-2.33E-06,6.58E-06
1508,shooting,-2.31E-06,1.09E-06
1509,bully,-2.30E-06,-9.45E-06
1510,ex,-2.30E-06,-4.71E-06
1511,seeing,-2.29E-06,-1.87E-06
1512,bra,-2.21E-06,-1.44E-05
1513,danielle,-2.20E-06,1.17E-05
1514,word,-2.20E-06,-1.14E-05
1515,permanently,-2.19E-06,-3.69E-05
1516,windy,-2.19E-06,6.66E-06
1517,leg,-2.19E-06,-1.88E-05
1518,wrong,-2.18E-06,-4.06E-06
1519,chickens,-2.18E-06,-7.44E-06
1520,squeeze,-2.18E-06,-4.83E-06
1521,rap,-2.18E-06,1.45E-06
1522,totally,-2.17E-06,-4.79E-06
1523,bar,-2.16E-06,-9.27E-06
1524,dies,-2.16E-06,-1.55E-05
1525,syndrome,-2.15E-06,-2.14E-05
1526,bucket,-2.15E-06,3.17E-05
1527,reaction,-2.09E-06,-1.11E-05
1528,murder,-2.08E-06,-7.41E-06
1529,wing,-2.08E-06,-6.28E-06
1530,refuse,-2.07E-06,-1.21E-05
1531,controlled,-2.05E-06,-9.37E-07
1532,saw,-2.03E-06,6.96E-06
1533,hitting,-2.01E-06,-5.89E-06
1534,pot,-2.01E-06,-1.28E-05
1535,rats,-2.00E-06,-3.20E-05
1536,suicide,-1.97E-06,-5.53E-06
1537,apologize,-1.95E-06,5.00E-07
1538,neither,-1.94E-06,-2.02E-05
1539,jim,-1.93E-06,-1.82E-05
1540,forces,-1.93E-06,-1.69E-05
1541,dead,-1.86E-06,-7.11E-06
1542,hideous,-1.81E-06,-1.39E-05
1543,sophie,-1.80E-06,2.02E-05
1544,peer,-1.78E-06,8.21E-06
1545,lands,-1.76E-06,-1.61E-05
1546,knife,-1.74E-06,1.79E-06
1547,sick,-1.72E-06,2.27E-08
1548,dude,-1.72E-06,1.43E-05
1549,wearing,-1.70E-06,-1.17E-05
1550,fraud,-1.70E-06,-3.40E-05
1551,own,-1.67E-06,-5.99E-06
1552,favorites,-1.65E-06,-1.42E-05
1553,sweetheart,-1.64E-06,-9.54E-07
1554,girl,-1.64E-06,1.36E-06
1555,blazers,-1.63E-06,-4.10E-05
1556,punishment,-1.61E-06,-1.37E-05
1557,millions,-1.57E-06,2.96E-05
1558,hospital,-1.56E-06,5.81E-06
1559,deserved,-1.55E-06,-4.43E-06
1560,robbed,-1.53E-06,-4.97E-06
1561,between,-1.51E-06,-9.22E-06
1562,floor,-1.50E-06,-2.74E-06
1563,converse,-1.49E-06,-6.38E-06
1564,ya,-1.46E-06,-2.00E-06
1565,kris,-1.46E-06,6.22E-06
1566,saying,-1.46E-06,-6.05E-06
1567,pussy,-1.46E-06,4.63E-06
1568,believe,-1.45E-06,-1.08E-05
1569,least,-1.41E-06,-9.43E-06
1570,grape,-1.39E-06,-3.75E-05
1571,drain,-1.38E-06,9.66E-06
1572,popping,-1.37E-06,1.09E-06
1573,animal,-1.36E-06,-1.34E-05
1574,crown,-1.35E-06,-2.49E-05
1575,eric,-1.31E-06,-4.90E-06
1576,those,-1.31E-06,9.09E-07
1577,bitch,-1.27E-06,3.39E-06
1578,front,-1.27E-06,-7.99E-06
1579,addict,-1.27E-06,1.83E-07
1580,eh,-1.26E-06,-3.38E-06
1581,bush,-1.21E-06,-1.10E-05
1582,nobody,-1.17E-06,-5.81E-06
1583,wished,-1.17E-06,-2.70E-06
1584,warn,-1.14E-06,-3.00E-06
1585,swollen,-1.13E-06,-6.58E-06
1586,clubs,-1.13E-06,-3.55E-05
1587,general,-1.08E-06,-1.84E-05
1588,gain,-1.08E-06,-3.19E-05
1589,judge,-1.06E-06,-1.12E-05
1590,typical,-1.05E-06,-2.91E-06
1591,rich,-1.04E-06,-2.28E-07
1592,political,-9.96E-07,1.77E-06
1593,amber,-9.80E-07,-1.77E-05
1594,sad,-9.64E-07,-6.02E-06
1595,equipment,-9.64E-07,-1.87E-05
1596,showed,-9.07E-07,-1.81E-06
1597,staff,-9.01E-07,-9.85E-08
1598,rat,-8.85E-07,-1.51E-06
1599,fold,-8.79E-07,-1.20E-05
1600,tobacco,-8.43E-07,1.34E-06
1601,tight,-8.23E-07,-2.97E-06
1602,marriage,-8.16E-07,-1.43E-05
1603,christian,-8.07E-07,-9.13E-06
1604,tottenham,-7.99E-07,-4.71E-07
1605,parent,-7.68E-07,-8.33E-07
1606,confusion,-7.36E-07,-2.68E-05
1607,nj,-6.49E-07,-4.15E-05
1608,hates,-6.47E-07,-2.55E-06
1609,onion,-6.30E-07,-1.48E-05
1610,proves,-6.12E-07,6.80E-06
1611,dislike,-5.93E-07,-1.43E-05
1612,sob,-5.38E-07,-6.02E-06
1613,glenn,-5.33E-07,-1.11E-05
1614,pulling,-5.26E-07,-5.16E-06
1615,woman,-5.18E-07,-1.86E-05
1616,wax,-4.94E-07,2.05E-05
1617,teen,-4.78E-07,5.98E-06
1618,mature,-4.61E-07,-1.10E-05
1619,infection,-4.17E-07,-4.89E-06
1620,styles,-4.11E-07,-4.54E-06
1621,miranda,-3.96E-07,-1.28E-06
1622,boys,-3.96E-07,-3.27E-06
1623,beds,-3.79E-07,-2.03E-05
1624,ladies,-3.77E-07,8.14E-07
1625,parents,-3.47E-07,-5.45E-06
1626,brat,-3.38E-07,-3.62E-06
1627,dee,-3.22E-07,1.07E-05
1628,behind,-2.34E-07,-6.11E-06
1629,breath,-2.25E-07,-1.85E-05
1630,democracy,-2.12E-07,1.41E-05
1631,lack,-2.11E-07,-1.39E-05
1632,ins,-1.78E-07,-1.39E-05
1633,erin,-1.44E-07,-1.02E-05
1634,dishes,-1.42E-07,-9.26E-06
1635,products,-1.36E-07,1.13E-05
1636,tits,-1.34E-07,1.88E-05
1637,8th,-1.29E-07,-2.43E-05
1638,sanity,-1.25E-07,-1.52E-05
1639,5,-1.08E-07,1.62E-05
1640,companies,-1.07E-07,-9.37E-06
1641,shouldn,-5.53E-08,-1.64E-05
1642,36,-3.09E-08,-2.15E-05
1643,forehead,-1.91E-08,-1.18E-05
1644,whore,-8.57E-09,2.30E-05
1645,roast,9.42E-09,1.63E-06
1646,younger,6.42E-08,-8.07E-06
1647,heidi,7.31E-08,7.99E-07
1648,vote,1.03E-07,-1.60E-06
1649,mouse,1.28E-07,-1.60E-05
1650,poor,1.31E-07,4.32E-06
1651,cam,1.40E-07,-9.82E-06
1652,raw,1.64E-07,1.42E-05
1653,kelly,1.68E-07,-4.13E-06
1654,picture,2.01E-07,7.23E-07
1655,shouts,2.24E-07,-8.31E-06
1656,their,2.27E-07,-5.91E-06
1657,west,2.36E-07,-1.66E-05
1658,dish,2.56E-07,-6.73E-06
1659,dummy,2.68E-07,3.19E-06
1660,beef,2.81E-07,-8.29E-06
1661,daddy,2.88E-07,-1.27E-06
1662,ray,3.15E-07,6.37E-06
1663,endure,3.18E-07,-2.50E-05
1664,causes,3.33E-07,-2.44E-05
1665,shoulder,3.56E-07,-1.17E-05
1666,flirting,3.82E-07,7.35E-06
1667,fruit,4.03E-07,-1.81E-05
1668,drying,4.48E-07,1.58E-05
1669,used,4.77E-07,4.52E-06
1670,complaining,4.85E-07,-1.34E-05
1671,walked,5.18E-07,1.97E-06
1672,brent,5.20E-07,-3.11E-06
1673,white,5.59E-07,-2.45E-06
1674,adults,6.02E-07,-1.42E-05
1675,name,6.12E-07,-1.14E-05
1676,pure,6.17E-07,-5.58E-06
1677,smoked,6.35E-07,0.000108359
1678,milk,6.41E-07,1.34E-05
1679,tara,6.46E-07,-1.48E-05
1680,snakes,6.53E-07,-6.57E-06
1681,convenient,6.64E-07,-2.29E-05
1682,levels,6.80E-07,-2.30E-05
1683,waits,6.98E-07,-5.48E-06
1684,teenagers,7.05E-07,2.32E-05
1685,southampton,7.44E-07,-2.95E-05
1686,funds,7.51E-07,-2.74E-05
1687,43,7.59E-07,-2.55E-05
1688,biscuits,7.98E-07,-1.69E-05
1689,everywhere,8.02E-07,5.05E-06
1690,supporters,8.22E-07,-8.02E-06
1691,personal,8.41E-07,-2.51E-05
1692,drinking,8.60E-07,-2.70E-06
1693,insert,8.69E-07,7.15E-06
1694,evan,9.13E-07,-1.31E-05
1695,sex,9.26E-07,7.64E-06
1696,mans,9.42E-07,-1.87E-05
1697,wet,9.66E-07,7.38E-06
1698,girlfriends,9.76E-07,2.09E-05
1699,under,9.93E-07,-7.30E-06
1700,pe,1.01E-06,-9.16E-06
1701,habit,1.02E-06,-8.35E-06
1702,rape,1.03E-06,5.99E-06
1703,crotch,1.03E-06,-1.07E-05
1704,streets,1.05E-06,-7.46E-07
1705,melted,1.06E-06,-2.66E-06
1706,happened,1.09E-06,-4.83E-07
1707,vodka,1.09E-06,1.78E-06
1708,strongly,1.12E-06,-1.58E-05
1709,poking,1.14E-06,1.35E-05
1710,fish,1.15E-06,-2.26E-06
1711,nfl,1.17E-06,-8.26E-06
1712,county,1.22E-06,-4.59E-06
1713,notre,1.27E-06,-1.17E-05
1714,lady,1.28E-06,-6.94E-06
1715,bruise,1.28E-06,-7.50E-06
1716,nose,1.28E-06,9.88E-06
1717,israel,1.29E-06,8.23E-06
1718,violence,1.33E-06,8.27E-06
1719,sweating,1.34E-06,-8.17E-06
1720,destroying,1.35E-06,6.46E-05
1721,eva,1.36E-06,8.51E-06
1722,post,1.37E-06,-1.63E-05
1723,text,1.38E-06,-6.65E-06
1724,kayla,1.44E-06,-8.60E-06
1725,touches,1.45E-06,-6.28E-06
1726,kindly,1.49E-06,2.22E-06
1727,hating,1.50E-06,2.40E-06
1728,wiping,1.51E-06,-2.13E-05
1729,shocking,1.52E-06,-4.12E-06
1730,painful,1.55E-06,-1.69E-05
1731,jon,1.57E-06,-8.57E-06
1732,old,1.59E-06,-3.99E-06
1733,creature,1.60E-06,7.22E-06
1734,shorts,1.62E-06,-1.41E-05
1735,legs,1.64E-06,5.15E-07
1736,parody,1.64E-06,-9.35E-06
1737,embarrassed,1.64E-06,-2.22E-05
1738,sends,1.65E-06,8.35E-06
1739,major,1.67E-06,-4.78E-06
1740,mondays,1.72E-06,-9.07E-06
1741,attempts,1.73E-06,-5.86E-06
1742,self,1.74E-06,-1.31E-05
1743,slaughter,1.75E-06,8.31E-06
1744,judging,1.75E-06,-1.43E-05
1745,picks,1.75E-06,2.41E-05
1746,kindergarten,1.80E-06,5.26E-06
1747,aren,1.84E-06,-9.99E-06
1748,snake,1.85E-06,5.13E-06
1749,referee,1.86E-06,-1.75E-06
1750,rotten,1.86E-06,3.70E-05
1751,spoiled,1.87E-06,-9.06E-06
1752,texture,1.90E-06,-2.69E-05
1753,alike,1.93E-06,-1.73E-05
1754,immediately,1.95E-06,-3.07E-05
1755,dame,1.96E-06,-1.23E-05
1756,umm,1.99E-06,-1.13E-05
1757,orange,2.00E-06,-1.99E-06
1758,bin,2.00E-06,-2.03E-06
1759,jesse,2.02E-06,-1.27E-05
1760,garbage,2.02E-06,1.90E-05
1761,drinks,2.04E-06,2.42E-06
1762,fox,2.04E-06,-8.89E-06
1763,earth,2.08E-06,-5.46E-06
1764,jungle,2.08E-06,8.31E-06
1765,model,2.10E-06,-7.07E-06
1766,toe,2.12E-06,-1.62E-05
1767,turkey,2.13E-06,1.69E-06
1768,fools,2.15E-06,-5.69E-06
1769,gel,2.19E-06,-1.07E-05
1770,devastated,2.20E-06,-3.48E-05
1771,cute,2.20E-06,4.27E-06
1772,texts,2.20E-06,-1.65E-05
1773,dog,2.21E-06,-1.03E-05
1774,equivalent,2.21E-06,1.22E-06
1775,physically,2.22E-06,-2.24E-05
1776,speeding,2.26E-06,-8.73E-06
1777,cleveland,2.26E-06,6.53E-06
1778,anyone,2.30E-06,-1.04E-05
1779,everyone,2.36E-06,-2.56E-06
1780,rusty,2.36E-06,1.89E-05
1781,damned,2.37E-06,-1.13E-05
1782,sheer,2.40E-06,-2.13E-06
1783,low,2.40E-06,-1.65E-06
1784,wrecked,2.45E-06,8.72E-06
1785,sh,2.48E-06,-1.47E-05
1786,rumors,2.49E-06,-9.82E-06
1787,grown,2.49E-06,-7.56E-06
1788,ally,2.51E-06,-5.22E-06
1789,children,2.52E-06,-7.35E-06
1790,cage,2.54E-06,-6.09E-06
1791,look,2.58E-06,-2.35E-06
1792,pays,2.62E-06,5.99E-06
1793,child,2.63E-06,-5.27E-06
1794,bennett,2.63E-06,5.51E-06
1795,these,2.64E-06,4.20E-06
1796,shave,2.66E-06,-9.97E-06
1797,abs,2.66E-06,1.39E-06
1798,flavor,2.67E-06,-1.05E-05
1799,intelligence,2.70E-06,-1.65E-05
1800,body,2.70E-06,-3.98E-06
1801,female,2.71E-06,8.84E-07
1802,shot,2.75E-06,-1.22E-05
1803,jay,2.81E-06,-9.46E-06
1804,consumed,2.88E-06,-1.01E-05
1805,pretend,2.89E-06,-2.20E-06
1806,cared,2.89E-06,4.51E-06
1807,recently,2.93E-06,1.94E-06
1808,bk,2.96E-06,-2.22E-06
1809,classmate,2.96E-06,-7.82E-06
1810,mexico,2.96E-06,6.17E-06
1811,resolve,2.97E-06,-1.96E-05
1812,stories,2.99E-06,-7.98E-06
1813,laughing,3.04E-06,-2.05E-07
1814,slit,3.12E-06,-1.16E-06
1815,beaver,3.13E-06,-4.01E-06
1816,unbelievable,3.14E-06,-8.73E-06
1817,acts,3.15E-06,-3.13E-06
1818,his,3.15E-06,-5.56E-06
1819,nails,3.19E-06,-1.77E-06
1820,sport,3.27E-06,-2.23E-05
1821,zoo,3.29E-06,3.36E-06
1822,people,3.30E-06,-2.77E-06
1823,chinese,3.36E-06,-1.86E-06
1824,crab,3.39E-06,-1.68E-05
1825,trash,3.39E-06,3.15E-06
1826,bread,3.40E-06,3.44E-06
1827,severely,3.41E-06,-7.27E-06
1828,committed,3.43E-06,-7.77E-06
1829,bi,3.43E-06,-1.03E-05
1830,idiots,3.44E-06,3.53E-05
1831,ur,3.47E-06,-4.69E-06
1832,sake,3.54E-06,2.34E-06
1833,blake,3.54E-06,-3.54E-06
1834,friends,3.59E-06,-7.70E-06
1835,tax,3.60E-06,1.72E-05
1836,lad,3.61E-06,-1.92E-05
1837,aj,3.61E-06,-1.03E-05
1838,meat,3.63E-06,1.30E-05
1839,reads,3.68E-06,-1.93E-06
1840,claire,3.69E-06,-1.01E-05
1841,troy,3.72E-06,3.24E-06
1842,appreciate,3.74E-06,-9.97E-06
1843,shirts,3.79E-06,-5.50E-06
1844,essex,3.80E-06,6.88E-06
1845,lsu,3.83E-06,4.26E-06
1846,natalie,3.87E-06,-1.81E-05
1847,ki,3.90E-06,-7.53E-06
1848,restaurant,3.91E-06,-2.29E-05
1849,japan,3.92E-06,-1.95E-05
1850,pat,3.92E-06,1.17E-06
1851,face,3.93E-06,9.51E-07
1852,subway,3.96E-06,7.71E-06
1853,guys,3.98E-06,1.40E-05
1854,dick,3.98E-06,7.73E-06
1855,ox,4.00E-06,-2.79E-06
1856,waste,4.03E-06,-2.52E-06
1857,lung,4.09E-06,-1.13E-05
1858,definition,4.10E-06,-9.49E-06
1859,jail,4.10E-06,-1.40E-06
1860,smacked,4.12E-06,2.40E-05
1861,gin,4.13E-06,-2.48E-06
1862,ole,4.14E-06,1.26E-06
1863,unlimited,4.16E-06,-6.60E-06
1864,cw,4.18E-06,-2.14E-05
1865,caught,4.19E-06,-8.56E-06
1866,foreigners,4.19E-06,2.32E-06
1867,shaped,4.21E-06,-1.80E-05
1868,lions,4.23E-06,1.49E-05
1869,walls,4.24E-06,7.03E-06
1870,females,4.24E-06,3.72E-05
1871,herself,4.25E-06,-1.68E-06
1872,dirt,4.25E-06,4.91E-06
1873,balls,4.33E-06,-3.58E-06
1874,eden,4.35E-06,-1.11E-05
1875,understand,4.36E-06,-2.48E-06
1876,responsible,4.39E-06,1.83E-09
1877,dump,4.40E-06,-1.89E-05
1878,addiction,4.47E-06,-3.20E-05
1879,fans,4.47E-06,-1.14E-05
1880,someone,4.50E-06,-4.10E-06
1881,jerk,4.51E-06,-5.33E-06
1882,tastes,4.51E-06,1.48E-05
1883,sources,4.54E-06,-4.16E-05
1884,yelled,4.55E-06,-1.12E-05
1885,thy,4.56E-06,-2.06E-05
1886,public,4.59E-06,2.74E-06
1887,lawyer,4.61E-06,7.18E-05
1888,hoax,4.61E-06,-1.70E-06
1889,ash,4.68E-06,-2.33E-05
1890,themselves,4.68E-06,-5.10E-06
1891,actions,4.70E-06,-7.51E-06
1892,burning,4.71E-06,7.10E-06
1893,joke,4.72E-06,8.57E-06
1894,disappointed,4.76E-06,-2.86E-06
1895,joel,4.76E-06,-8.97E-06
1896,raised,4.80E-06,-1.57E-05
1897,video,4.81E-06,9.46E-08
1898,greedy,4.82E-06,7.64E-08
1899,jared,4.85E-06,-5.54E-06
1900,lamb,4.86E-06,-9.76E-06
1901,crosses,4.89E-06,-2.00E-05
1902,nov,4.90E-06,-8.72E-06
1903,embarrassing,4.94E-06,-2.48E-05
1904,weight,4.98E-06,-4.14E-06
1905,steals,4.98E-06,-3.33E-06
1906,commercial,5.02E-06,-6.14E-06
1907,marijuana,5.02E-06,-3.31E-05
1908,naked,5.05E-06,-6.53E-06
1909,cats,5.07E-06,-1.20E-05
1910,fighters,5.10E-06,-3.73E-05
1911,hazard,5.11E-06,4.93E-06
1912,somebody,5.15E-06,-2.82E-06
1913,ing,5.16E-06,-1.89E-05
1914,pregnant,5.17E-06,-4.60E-06
